CustomerID,Age,Gender,City,TenureMonths,TotalPurchases,AveragePurchaseValue,TotalSpend,MonthlySpend,SessionsPerMonth,AvgSessionDurationMinutes,PagesViewedPerSession,SupportTickets,DeviceUsed,HasPremiumMembership,LastInteractionDaysAgo,Churn
1872a333-641d-4361-9719-5ac3a7395e06,29,Male,West Nicholas,16,7,298.21,1697.19,106.07,17,8.5,14,5,Desktop,0,24,0
cb44f765-519e-4419-8a80-a124caa029de,64,Male,Joshuaborough,17,27,127.67,4048.81,238.17,29,55.5,4,5,Tablet,0,113,1
ef3091c6-1c07-40b1-98de-88c9b680eddb,63,Male,New Thomasmouth,19,2,178.8,352.34,18.54,7,23,5,0,Desktop,1,119,0
6a646850-876a-4920-b4a0-5b7b7cb13cfe,60,Female,West Justinland,13,17,241.93,4585.44,352.73,14,37.8,9,2,Desktop,0,180,0
c378a484-ccbe-4c2d-848d-e2e1b94f9a55,19,Male,Laurenfort,4,4,93.07,422.71,105.68,12,55.9,25,1,Desktop,0,168,0
a954b4ee-82b6-4c40-a603-427727f4d547,35,Female,Harveyton,15,24,120.22,2622.66,174.84,3,34.2,21,3,Tablet,1,65,0
d2004b8f-e428-4288-96bc-c8c191551aff,63,Female,Barajasmouth,32,51,292.26,14459.37,451.86,4,56.3,25,1,Mobile,1,172,1
a21d6f0b-be86-4c18-8e4c-058530544c80,23,Female,North Kaitlin,21,26,122.99,3292.25,156.77,16,29,24,1,Desktop,1,84,0
6055271e-59be-4983-a147-adef5348eb4b,32,Male,Lake Jessica,33,8,147.93,1092.35,33.1,18,35.3,21,4,Desktop,1,10,0
bc7cf175-a0ac-4a6d-820d-b73dd3ad4232,60,Female,Port Sergioland,2,2,20.19,39.61,19.8,28,39.7,16,4,Mobile,1,116,1
8639ae3c-c9f0-4920-a324-c0b30958ce52,33,Male,Shannonview,13,4,289.45,1377.26,105.94,16,12.2,25,0,Tablet,1,106,0
f40f9674-3349-4669-89a5-ce1664856588,68,Male,West Leonardside,26,44,274.65,10029.69,385.76,20,9,5,3,Desktop,1,132,1
7ddd3ba5-7609-436e-b418-50a8a770ce9f,20,Male,North Jeffstad,8,16,230.48,3888.55,486.07,24,31.1,14,4,Tablet,0,125,0
acad5806-418a-44a0-b2d1-75580c0866d4,20,Male,South Alex,10,17,71.23,1280.77,128.08,27,3.8,24,2,Desktop,1,70,0
6d04ca68-a706-41d9-8528-1bfeb280d4cd,31,Male,West Jeffrey,4,4,247.88,927.05,231.76,7,58.3,19,2,Tablet,0,105,1
d5936a86-011c-4d3d-9ce2-9ac7e63d198d,36,Female,Markhaven,36,56,245.37,15166.23,421.28,24,15.6,12,1,Desktop,1,6,0
848b421a-cd8d-475b-b551-3d356784c1fb,29,Male,North Jessicamouth,36,26,255.79,5620.81,156.13,1,3.6,1,4,Mobile,1,93,1
09613780-9e69-4f22-8655-a02609b6cd67,47,Male,Ritatown,13,24,81.94,1773.44,136.42,9,12.1,14,0,Mobile,1,158,0
4e3ec577-8d81-4f6b-8849-065e4ca884ba,46,Female,East Travis,32,17,239.8,3282.94,102.59,30,26.1,8,4,Tablet,1,90,0
8b05d8c5-5184-4648-8d01-28e36f342076,19,Male,Ashleystad,29,8,207.67,1404,48.41,4,35.1,5,5,Mobile,1,152,0
db9f8cd5-0720-4b4c-ba6d-0e939712c178,58,Female,Morenohaven,18,19,117.78,2342.2,130.12,4,16.2,21,5,Tablet,1,42,0
3d425cd6-2fa7-4a12-8185-e1352eef8ed1,54,Male,Hamiltonstad,26,11,234.9,2752.77,105.88,18,15.7,10,3,Mobile,1,140,1
ccf943b2-6db3-4b16-961f-513aa18e9f8a,59,Male,Ronaldland,34,51,259.88,13171.6,387.4,27,11.9,14,0,Mobile,1,48,0
62ecf08d-8b74-4982-b34d-81ca72c84ce0,49,Male,Evansmouth,5,7,193.9,1132.58,226.52,11,25.3,6,2,Desktop,0,66,0
dec1e37d-ed03-4bbb-9847-d8d0e6b2003c,64,Male,Figueroaburgh,36,25,207.38,4947.7,137.44,17,31.7,24,0,Mobile,0,158,0
34a6ef27-f0e5-45d9-8eed-1667b86c778a,26,Female,Glorialand,27,28,298.14,7778.14,288.08,25,48.9,1,4,Desktop,1,22,0
6c2dd8f1-92f7-42da-9445-27453822e328,54,Male,Saramouth,14,14,77.72,898.97,64.21,28,27.3,4,2,Tablet,1,164,0
c8871f3c-9e26-421a-99dd-1a5ea33feb93,47,Female,New Austinstad,30,13,290.16,3560.77,118.69,2,26.1,7,2,Mobile,1,109,0
2d125d39-3cde-4585-a85f-8a78a0060547,53,Female,Arthurstad,25,6,178.33,895.09,35.8,3,55.1,10,4,Desktop,0,163,1
e34e6854-9b83-47e4-9ee8-18674c176623,56,Female,Ashleyfort,3,2,213.49,443.15,147.72,17,36,13,5,Mobile,0,180,1
1c1b2f49-a697-4b11-b0f8-9718c0f0c419,26,Male,Ivanland,24,11,33.53,362.7,15.11,19,25.6,12,1,Mobile,0,48,0
3b5c12ff-9fd8-4e3b-9bb8-b5dee36ca33b,58,Female,Mayport,15,30,211.94,7226.08,481.74,19,47,24,1,Tablet,0,35,0
54ab2654-5743-4d7d-8fd0-ec43abaa89a6,18,Male,Simmonsview,17,31,163.77,4981.42,293.02,26,22.9,25,0,Tablet,1,70,0
64bc4615-1f29-473d-be0a-a98f1774e516,52,Male,Lake Diane,7,9,98.64,888.64,126.95,7,13.7,7,5,Tablet,0,96,0
c7d9b96c-45d3-4aa4-88d2-93ee2cce04e0,40,Male,Jamesview,15,1,91.25,76.26,5.08,2,23.7,4,4,Tablet,1,96,0
0f80499e-f0f1-4571-8657-0514c9c608d4,20,Female,Leemouth,16,16,130.24,1743.73,108.98,28,13.8,12,3,Tablet,1,26,0
ebb52346-fd2f-4d91-b8b1-b566579a948c,22,Male,Lisamouth,33,21,21.77,424.32,12.86,28,37.3,17,1,Desktop,0,49,0
e77ceecd-6ccf-4482-940e-c4ba69e0cdee,56,Male,Oconnellburgh,9,16,107.98,1683.81,187.09,3,2.7,11,2,Mobile,1,60,0
f32338dd-f795-4542-850f-7b79790ef741,49,Female,North Donnaton,28,43,150.51,6125.03,218.75,26,28.6,17,0,Mobile,0,88,0
c34f1c19-36d7-4c94-a535-acc08ae19296,56,Male,Brendanborough,16,18,80.65,1256.68,78.54,30,53,14,1,Tablet,1,98,0
07510af6-3907-45bc-9f5c-a38a3aa2ca45,66,Female,New Mark,6,4,279.66,1189.93,198.32,25,33.4,16,2,Desktop,0,49,0
c7b85319-2749-4b44-b72d-1c34f98a93e2,34,Female,East Kennethstad,34,39,82.05,2709.45,79.69,27,30.5,12,3,Mobile,1,158,1
11aac596-1a8d-4d63-baa1-bab3fc06bf25,19,Male,Kristinechester,20,10,242.07,2402.75,120.14,27,10.1,22,3,Tablet,1,46,0
f92951cc-f9e8-448d-944f-8cbab57cccb9,39,Male,Williamsview,10,14,241.06,3145.33,314.53,26,50.4,16,0,Mobile,0,70,0
9d7b65e3-7bc6-4d04-93bc-322d5752d3aa,65,Female,South Kathleen,8,4,43.44,157.95,19.74,19,4.7,14,2,Mobile,1,161,0
2c446c09-1c15-4371-83ed-dee3e5be313e,28,Female,West Brian,26,25,51.18,1238.52,47.64,16,31,4,2,Tablet,0,27,0
9603fa54-e4fd-46ef-99e4-ba5b524b16c9,64,Female,New Gregoryberg,6,1,25.92,21.32,3.55,1,55.3,17,2,Desktop,0,43,0
789c007f-54c0-4ac5-a50c-20dc9ce25e36,46,Female,Port Nicole,4,2,182.09,293.44,73.36,16,16.6,15,4,Mobile,0,44,0
b8820374-bf1f-4f99-a8c0-ae7b01182406,60,Female,New Heidiport,9,10,186.88,1992.35,221.37,9,53.5,7,5,Desktop,1,171,1
a30a7156-2be8-4f93-b98d-71cbd8c40adc,45,Female,Lorettamouth,30,9,142.95,1143.77,38.13,28,22.6,22,5,Mobile,0,40,0
7b372f1f-4920-4596-acfc-b564839917aa,53,Female,Juanland,34,3,80.11,270.97,7.97,7,36.1,7,1,Mobile,0,10,0
7c2b9474-55b5-4cdf-981e-f134bda44080,36,Male,Lindaview,9,8,210.17,1754.79,194.98,11,50.6,8,1,Mobile,0,144,1
0aa2b11c-4de2-4c9d-9b46-a67cb68469dc,67,Male,New Nicoleville,3,4,298.39,1172.3,390.77,15,56.9,12,0,Desktop,0,63,0
197de585-9ea1-42c6-9474-3cacec04c9b0,68,Male,North Joshuaton,26,28,210.91,6807.88,261.84,15,9.5,19,2,Mobile,0,50,0
dce50d24-d26e-4873-b486-fec62c26e060,51,Female,East David,35,7,97.34,598.76,17.11,10,17.5,7,1,Desktop,0,45,0
6a259fa6-1f4e-477e-96a1-da95942b0b1a,50,Male,Martinland,4,4,153.28,663.35,165.84,4,9.7,25,0,Mobile,1,111,0
a2a7741d-ceb6-43e7-9559-2e2e1e509f58,30,Male,Lake Donaldton,15,16,299.44,5362.87,357.52,3,42,14,2,Tablet,0,52,0
73753991-653d-4c07-ad93-c0b92c8ae588,28,Female,Hillmouth,21,6,89.55,485.95,23.14,14,7.4,1,1,Tablet,0,115,1
2dd37bf8-960f-417d-a9de-43ad14f5601e,43,Female,Francochester,32,21,158.92,4000.9,125.03,2,38.7,15,1,Tablet,0,112,0
cc03a02f-116e-4aee-8dd8-0088d983232e,45,Female,Samanthachester,12,8,282.63,1912.26,159.35,2,26.4,20,4,Desktop,1,45,0
92b76fdb-fdab-4eb5-b20d-19a0a23a31d2,45,Female,Gonzalezland,17,28,278.61,8219.81,483.52,18,59.8,20,1,Tablet,0,31,0
0d28209a-eb71-47c3-af1a-000e6acfaa2a,63,Male,Lake Carriehaven,13,14,195.14,3003.6,231.05,15,49.2,1,0,Mobile,0,167,1
17440f9d-de07-4d32-bc8d-888bcc628e08,52,Female,Andreahaven,25,17,226.5,3108.49,124.34,29,21.1,21,2,Tablet,1,8,0
53dc2a98-39ea-41de-9ec9-017cfa316c4c,20,Female,New Mark,3,3,156.94,544.6,181.53,8,58.2,13,0,Tablet,0,50,0
7fecd9aa-f1db-4cb4-b1ac-7fc8283e5f66,57,Male,Tammychester,8,8,83.03,581.83,72.73,7,23.9,19,4,Tablet,1,180,0
15aeb1b1-2149-4906-9885-2d38042b0f60,40,Male,South Rhondashire,32,17,164.37,2731.36,85.36,24,55.4,12,2,Mobile,0,144,0
2ec7794e-8f5d-4ce8-be79-685fe495b7d5,61,Female,Nortonville,27,52,118.7,6491.69,240.43,22,43.6,22,5,Desktop,1,97,0
db78df86-bc38-4b92-a3a7-c2f0536c677c,18,Female,Leroyfurt,22,33,178.53,6371.93,289.63,23,15.4,21,1,Desktop,0,133,1
234a74c5-5b99-4657-b873-f228f04668ac,44,Male,Smithview,15,5,297.91,1663.11,110.87,8,53.3,12,0,Desktop,0,32,0
35f3b007-252e-45c2-9536-eebcb27c6593,49,Female,West Jimmy,34,25,228.36,5317.73,156.4,30,9.4,7,5,Mobile,1,107,1
84495987-8991-4dd6-8c6c-104491a06c06,43,Male,Reedmouth,3,4,30.36,138.54,46.18,3,29.8,17,5,Tablet,1,100,1
47aa52ad-778c-4771-9b42-cbe8bf22058e,31,Male,New Erica,26,51,281.4,14892.28,572.78,12,49.5,8,3,Mobile,0,93,1
04d64a7f-1ead-46c8-87f4-e3c1659e0689,64,Male,East Rebecca,28,48,209.49,9702.01,346.5,13,30,14,0,Mobile,0,22,0
21299e8f-92b0-477e-8e7f-acf9a5966838,25,Male,Huffberg,33,26,26.61,753.81,22.84,13,59.7,5,2,Desktop,0,27,0
f06123e1-6bd3-42dc-a8cb-b3a7b0a264b9,23,Female,Tracyview,32,60,145.85,9466.49,295.83,12,43.7,4,3,Mobile,0,135,1
cd06cb07-5c3e-48c5-8b3f-837efea8c0a0,18,Male,New Allisonview,8,14,23.63,346.25,43.28,15,30.1,25,3,Mobile,0,69,0
2c7a7bfa-02fd-4fab-b57a-d54040ad1ea9,54,Female,Bergview,24,11,269.42,3086.42,128.6,27,31.5,6,5,Desktop,1,123,0
765d93f4-d93f-4c4d-b89e-ced499064a96,53,Male,Waltersland,34,50,105.45,6092.96,179.2,27,56.4,6,5,Desktop,1,113,1
2391cf8f-b36e-46f3-b1e1-3b01154688bc,68,Male,Lake Tammy,3,3,70.98,177.56,59.19,21,11.6,19,4,Desktop,1,17,0
8bf27cf9-5e99-48aa-8d98-a1e63277ae8c,58,Male,Byrdfort,13,7,145.7,866.21,66.63,3,19.6,11,3,Mobile,1,108,0
df3a882f-13e1-42f7-bab3-fe4bc15f31d8,69,Male,Kelliefort,32,39,294.19,13622.43,425.7,29,2.5,18,3,Mobile,1,83,0
19454802-8f4f-4f17-9d5b-8e6b6aa84ed5,31,Male,Stewartberg,29,30,175.11,5900.87,203.48,16,7.4,21,2,Mobile,0,7,0
d6e5af64-f6e7-4a9e-9021-d34f5142c837,27,Female,Lake Timothyborough,17,21,87.37,1889.21,111.13,8,30.5,14,4,Mobile,0,63,0
bb77980b-805b-4613-8dc6-7380ce15dd78,42,Female,New Jeffrey,16,12,21.44,260.79,16.3,19,24.5,17,4,Tablet,0,98,0
82bd2254-f2a0-42c6-b1e7-6770d0695afd,43,Female,Port Brittany,35,47,46.75,1924.81,54.99,12,58.2,6,4,Mobile,1,8,0
35dba7c4-4817-4b46-8988-1de63fdb8276,53,Female,New James,30,14,43.97,555.06,18.5,12,50.2,19,0,Tablet,1,169,0
6528057b-109a-4629-af81-b6318544fcdb,22,Male,Harrisonton,3,1,74.6,72.57,24.19,28,3.7,12,2,Mobile,0,143,0
fcf6d4d7-83b2-4027-af34-455368d7a3b1,62,Male,Laurenport,27,51,55.52,2756.48,102.09,4,10.4,20,2,Desktop,0,39,0
4444af95-69da-4dd4-90e5-649b63829272,46,Male,Francismouth,28,25,108.04,2186.23,78.08,26,39.2,4,5,Mobile,1,24,0
5045f00f-afee-4d26-ae03-c9d7e91e6c03,23,Female,Robertville,16,30,29.13,874.95,54.68,19,9.2,3,0,Tablet,1,174,0
541fd6e5-c7ba-44fe-ac90-88c6d1db0ff1,24,Female,Bassberg,3,4,243.01,1022.06,340.69,29,39.6,17,3,Mobile,0,143,1
a27100e0-c9d8-4a91-89ef-d85d275c1373,47,Female,New Mark,9,4,189.08,828.83,92.09,28,35.6,24,4,Tablet,1,34,0
48ab8919-7476-4d85-ae5e-6cb3063da8d8,34,Female,Churchmouth,7,12,170.48,1857.3,265.33,1,17.3,14,0,Mobile,0,67,0
c7f91a40-d4e3-4103-ba1b-5a423f19a983,61,Male,Penaland,34,51,228.48,11681.65,343.58,5,25.3,22,3,Mobile,0,1,0
7e369501-7612-40bd-a369-0d39e487b5dd,26,Male,New Andreborough,16,7,140.01,801.35,50.08,3,26,8,1,Desktop,1,24,0
f6eb3683-6e4c-4062-980e-89d1315e4d19,20,Male,Lake Cathybury,25,15,96.02,1530.16,61.21,8,24.3,18,4,Desktop,1,160,0
1a130f90-e532-42b2-ad67-fab5510a5d15,20,Male,Michellefurt,9,1,176.42,169.65,18.85,24,28.6,5,2,Mobile,0,63,0
1bad9cc8-5ceb-403c-8ef7-5ca7779a34ca,49,Male,East Destinyfort,24,44,217.36,11082.97,461.79,17,31.7,19,4,Desktop,0,146,1
f090bc3f-225c-4957-818e-648383f40c54,55,Male,Murphyfort,11,9,192.74,1441.86,131.08,11,42.7,23,2,Mobile,0,7,0
6d4ff7c5-2ef6-4925-b073-ffe2a037d961,61,Female,Port Chelsea,11,15,281.94,4823.67,438.52,10,49.4,11,3,Tablet,0,2,0
a7b80f74-db86-4a80-8292-4bcce202bbab,60,Male,East Breannaland,26,5,155.48,883.6,33.98,14,14.8,2,5,Desktop,0,179,1
a6a6221a-6205-4376-9822-beb61ccd86e9,35,Male,New Susanview,9,6,193.57,1321.69,146.85,10,40.9,6,2,Desktop,0,105,0
